,title,data
178,Micromance Magazine - Community of Literary Magazines and Presses," Website http://micromancemagazine.substack.com Type Of Publisher Online, Press Genres Published Fiction, Poetry, Flash Fiction Year Established 2024 Address Cookeville, Tennessee Name G. Lynn Brown Title Founder/EIC Email [email protected] Mission Statement / Editorial Focus Micromance Magazine is the only flash fiction lit mag 100% dedicated to Love Lit - genre romance, love stories, women's fiction and romantic poetry. Micromance fills a need in the writing community by providing a platform for romance writers that didn't exist prior to 2024."
179,Middle West Press LLC - Community of Literary Magazines and Presses," Website http://www.middlewestpress.com Type Of Publisher Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2003 Address Johnston, IA Name Randy Brown Title Editor-Publisher Mission Statement / Editorial Focus Middle West Press LLC is a Johnston, Iowa-based editor and publisher of non-fiction, fiction, journalism, and poetry. As an independent micro-press, we publish from one to four titles annually.  In its publishing operations, Middle West Press LLC specializes in book-length projects, such as themed literary and non-fiction anthologies, as well as single-author poetry collections. We are particularly interested in telling stories rooted in the American Midwest (which we define as “the geographic area acquired through the Louisiana Purchase”), although we are not limited to arbitrary boundaries.  Regarding our business model: We are a traditional press. We are not a “hybrid,” “vanity,” or “subsidized” press. We pay our authors—even if its just a token advance, or a small royalty; they do not pay us. We do not require authors to guarantee a given number of pre-sales, although we are motivated to work with authors who have established relationships with readers via blogs, social media, and other platforms.  As a secondary mission—beyond the American Midwest—we are also motivated to illuminate and complicate modern stereotypes related to military service and veterancy. We want to challenge readers to go beyond Hollywood’s “American Snipers and Navy SEALs” and “TYFYS.” Past and present military service members, family members, and others are invited to submit work. We also think that “everyone has an experience with the military, even if only as taxpayer and voter.”  More generally, we are interested in celebrating and featuring voices such as those of women, writers of color, writers who identify as LGBTQ+, and other historically marginalized populations. Accepts Unsolicited Submissions No Contests no"
180,Milk and Cake Press - Community of Literary Magazines and Presses," Website https://milkandcakepress.wordpress.com Type Of Publisher Press Genres Published Poetry Year Established 2018/2019 Address Hamilton, OH Name Kim Jacobs-Beck Mission Statement / Editorial Focus Milk and Cake Press seeks to publish an eclectic collection of poems. We love language, the sounds it creates, and the power of it to name and shape. We welcome work from a diverse range of poets, including women, people of color, and those who identify as LGBTQIA. We will make inclusive decisions about the poets and poems we publish. Accepts Unsolicited Submissions No"
181,Milltown Press - Community of Literary Magazines and Presses," Website https://milltownpress.com/ Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Autobiography Memoir, Essays, Graphic Novels Comics, Visual Art Year Established 2021 Address Marysville, WA Name Mary Senter Email [email protected] Mission Statement / Editorial Focus Milltown Press strives to publish quality literary works that shine a light on the historical and contemporary experiences of marginalized individuals, and to amplify the voices of writers who traditionally have  been ignored in the literary world."
182,Minerva Projects - Community of Literary Magazines and Presses," Website https://minervaprojects.org/ Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Feminist, Interviews, Translation, Visual Art Year Established 2017 Address Pine Plains, NY Name Yasmeen Siddiqui Title Founding Artistic Director Email [email protected] Mission Statement / Editorial Focus Minerva Projects publishes artist-centric books under the premise that language is pivotal to and an expansion of the visual arts experience.  Minerva fosters communities of artists and audiences, through gatherings, to re-inscribe the future, to pull the rug out from the idea that all is preordained. Our community is built by:  Feminists: Minerva is informed by responses to over a century of feminist publishing and expands upon them to create books that reimagine stories and tropes into new forms; books that challenge hegemony, complacency and monocultures.  We believe that a liberated, feminist future is imagined through the relentless and disciplined reinterpretation of the social.  Minerva is a bridge that offers pathways to better understanding the place of women from spatial, psychological, and spiritual locations.  Translators: The press shares space in a vibrant and expansive field of small independent publishers.  We work in the nexus where artists and translators cooperate.  We define an artist as a creator, meaning musicians, poets, composers, writers, painters, sculptors and filmmakers.  Translators are interpreters, including editors, writers, curators, historians and professional translators.  Minerva’s culture is sustained by the collaboration and energy of this group of contributors and continues to grow through the work of our staff and board.  Wanderers:  Each Minerva project assumes an unexpected form, a result of matchmaking and nurturing new combinations of meaning makers so that they can create. To write the unexpected.  Concepts are organically conceived and allowed to grow unfettered by a production model or outcome-based requirements.  Minerva’s process-centric approach promotes the intersection of a multitude of vantage points and styles. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
183,Minerva Rising Press - Community of Literary Magazines and Presses," Website http://minervarising.com/ Type Of Publisher Press Genres Published Fiction, Poetry, Essays, Reviews, Visual Art Year Established 2012 Address Tampa, FL Name Kim Brown Title Executive Editor Mission Statement / Editorial Focus Minerva Rising, an independent literary press, celebrates the creativity and wisdom in every woman by giving them space to tell their stories and to tell them well.  We pride ourselves on building a supportive community of women, because we believe that when women come together, we flourish. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
184,Miracle Monocle - Community of Literary Magazines and Presses," Website https://louisville.edu/miraclemonocle Type Of Publisher Online, Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Autobiography Memoir, Criticism Reviews, Essays, Experimental, Feminist, Graphic Novels Comics, Interviews, Reviews, Translation, Visual Art Year Established 2009 Address Louisville, KY Name Dr. Sarah Anne Strickley Title Faculty Editor Email [email protected] Mission Statement / Editorial Focus Miracle Monocle is an online journal of innovative literary and visual art. Published bi-annually, the journal features poems, short stories, literary nonfiction, and a broad range of experimental works. We pride ourselves on serving as a home for flash and micro fictions of all varieties, as well as works with genre indeterminacies, fresh collaborations, and re-invigorations of more traditional forms. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
185,Monday Editions - Community of Literary Magazines and Presses," Website https://www.mondayeditions.com Type Of Publisher Press Genres Published Poetry, Essays Year Established 2024 Address Las Cruces, New Mexico Name X. P. Callahan Title Publisher Email [email protected] Mission Statement / Editorial Focus We publish chapbooks of poetry and essays in limited editions of 50 to 100 copies, each copy signed and numbered by the author. We will also publish an open edition if the limited edition sells out and demand exists. We don’t ask authors to pay for any part of the publishing process, we relinquish all financial interest in the books we publish, we leave marketing and distribution in the hands of authors (but with strong support from us), and we forgo all income from sales. This arrangement keeps us from being mistaken for a vanity press, a hybrid press, a subscription-based press, or a self-publishing service. It also leaves us free to focus on esuring that each book bearing our imprint meets the editorial and design standards that define Monday Editions. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
186,Mountain State Press - Community of Literary Magazines and Presses," Website https://www.mountainstatepress.org Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Autobiography Memoir, Essays, Feminist, Regional Year Established 1978 Address Scott Depot, West Virginia Name Cat Pleska Title President/Editor-in-chief Email [email protected] Mission Statement / Editorial Focus Mountain State Press promotes writing in Appalachia, with an emphasis on West Virginia works, by publishing literary books written by authors throughout the region. Since 1978, the Press has published manuscripts varying in style and subject matter which hold appeal throughout Appalachia, the United States, and the world.  Mountain State Press offers talented writers a resource for publishing and an opportunity to contribute to a “regional voice.” We are honored to open up our culture and voice through writing.  Mountain State Press is a 501 (c) 3 nonprofit. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
187,Mouthfeel Press - Community of Literary Magazines and Presses," Website https://www.mouthfeelbooks.com Type Of Publisher Press Genres Published Fiction, Poetry, Translation, Visual Art Year Established 2009 Address Huntsville, Texas Name Maria Miranda Maloney Title Founder / Publisher Mission Statement / Editorial Focus Our mission is to foster readership and publish quality books from emerging and established authors whose work is transformative and seeks to uplift readers. We are committed to publishing marginalized voices from throughout the United States and beyond. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
188,Nat 1 Publishing - Community of Literary Magazines and Presses," Website https://nat1publishing.com/ Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Erotica, Experimental, Flash Fiction, Horror Thriller Suspense, Humor, Sci Fi Fantasy Speculative, Visual Art, Young Adult Year Established 2022 Address Auburn, ME Name Brandan Roberts Title Board President Email [email protected] Mission Statement / Editorial Focus Nat 1 Publishing is a non-profit publishing house focusing on literary fiction, fantasy, science fiction, and humorous literature, aiming to provide an outlet for both established and emerging authors particularly those from marginalized backgrounds—to be represented. We strive to cultivate a diverse and inclusive literary landscape, providing a platform for imaginative storytelling that reflects the rich tapestry of human experience. Through our publications, we seek to inspire curiosity, foster creativity, and promote inclusivity within the speculative fiction community, ultimately contributing to a more diverse and vibrant literary landscape. Accepts Unsolicited Submissions yes Submission Guidelines URL https://nat1publishing.com/submit/ Reading Period Year round Response Time 3-8 months Author Payments royalties, cash, copies Contests no Facebook https://www.facebook.com/nat1publishing/ Instagram https://www.instagram.com/nat1pub/ Distributors Amazon, IngramSpark, Barnes and Noble, MagCloud, Audible"
189,New American Press - Community of Literary Magazines and Presses," Website http://www.newamericanpress.com Type Of Publisher Press Genres Published Essays, Fiction, Poetry, Reviews, Translation, Visual Art Year Established 2002 Address Grafton, WI Name David Bowen Title Publisher/Editor-in-Chief Mission Statement / Editorial Focus New American Press is an independent literary publisher committed to bringing readers the best in contemporary fiction, nonfiction, poetry, and translations from across the United States and around the world. We believe that books have the potential to offer readers new and compelling visions of the world, and we’re committed to bringing those visions to life with careful attention to each book’s design, production, and distribution.  Annually, we award a New American Fiction Prize and a New American Poetry Prize, each for a full-length book that we publish and tell all our friends about.  We also seek to support and spotlight the flourishing crop of Midwestern writers who consistently produce work that is innovative, engaging, finely crafted, and strong in voice. To that end, New American Press releases a new anthology of Midwestern writing each year: New Stories from the Midwest on even years, and New Poetry from the Midwest on odd years.  Our affiliated literary journal, MAYDAY Magazine, presents new writing, commentary, and visual art to a growing community of international readers."
190,New Croton Review - Community of Literary Magazines and Presses," Website https://NewCrotonReview.com Type Of Publisher Magazine, Press Genres Published Creative Nonfiction, Fiction, Poetry, Essays, Flash Fiction, Humor, Visual Art Year Established 2022 Address Cortlandt Manor, NY Name Jim Christensen Title Director Email [email protected] Mission Statement / Editorial Focus The Croton Review stared publishing poetry, fiction and nonfiction in the 1980s, and it became nationally heralded publication.    Publication lapsed in the late 1980s, but resumed in 2022 as the ""New Croton Review"" and added photography and visual art.  It's published on Amazon as a full-color paperback and Kindle book, and on Google Play Books and Apple Books as a eBook.  Our goal is to give authors and artists a worldwide platform to share their work."
191,new words {press} - Community of Literary Magazines and Presses," Website https://newwordspress.com Type Of Publisher Press Genres Published Poetry Year Established 2023 Address New York, NY Name brooklyn baggett Title Managing Editor Email [email protected] Mission Statement / Editorial Focus The mission of new words {press} is to elevate emerging trans* & gender-expansive voices. We want work that takes risks and erases boundaries in form, content, diction, and process. While there is a review process for submissions, we are not afraid of work that would likely be rejected by mainstream cis journals.  Our focus is poetry, experimental work, and hybrid. Accepts Unsolicited Submissions no Charges Writers A Submission/Reading Fee no Contests no"
192,Next Page Press - Community of Literary Magazines and Presses," Website http://www.nextpage-press.com Type Of Publisher Press Genres Published Poetry Year Established 2021 Address San Antonio, TX Name Laura Van Prooyen Title Founder/Publisher Mission Statement / Editorial Focus ​Next Page Press is an independent publisher based in San Antonio, TX. 
We publish contemporary poetry that is alive in language, clear in voice, and that fosters new thinking about how we make meaning in our lives. We are drawn to poems attentive to both image and sound. Next Page is committed to publishing professionally designed, beautiful books that feel good in the hand. 
As a small press, we value community and collaboration and aim to build relationships with our authors and audiences. Next Page seeks writers who embrace working together to promote and create conversations around the books we publish. We hold a roll-up-the-sleeves attitude and work well with authors who actively take a role in getting word out about their books. 
We look for submissions from a diverse range of writers, and we will make inclusive decisions about the authors we publish. While open to new and emerging voices, Next Page is especially interested in working with poets looking for a home for a second or third book."
193,Night Picnic Press LLC - Community of Literary Magazines and Presses," Website https://www.nightpicnic.net Type Of Publisher Magazine, Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2018 Address New York, New York Name Igor V. Zaitsev Title Dr. Mission Statement / Editorial Focus Night Picnic is a literary journal that publishes novels, novellas, plays, short and flash stories, fairytales for adults, poetry, interviews, essays (including popular science essays), letters to the editors, and artwork. We seek to share and celebrate all that is strange, dark, jubilant, complex, confusing, scary, mystical, fantastic, multidimensional, and metaphysical."
194,Nightshade Press - Community of Literary Magazines and Presses," Website https://www.keystone.edu/presses/nightshade-press/ Type Of Publisher Press Genres Published Fiction, Poetry, Visual Art Year Established 1988 Address La Plume, PA Name Raymond Hammond Title Editor Mission Statement / Editorial Focus Bringing literature to light.  Nightshade Press publishes literary works of primarily regional authors who belong on a national stage."
195,Nine Mile Art Corp - Community of Literary Magazines and Presses," Website http://www.ninemile.org Type Of Publisher Magazine, Press Genres Published Poetry Year Established 2013 Address Lafayette, NY Name Rachael Zubal-Ruggieri Title Managing Editor Email [email protected] Mission Statement / Editorial Focus Nine Mile Magazine publishes online twice yearly, showcasing the best work we receive from authors whose poems, energy, and vision seem to us most deeply imbued with life. Our name comes from Nine Mile Creek, a 25-mile long waterway formed 14,000 years ago by glaciers in our region. Like our namesake creek, Nine Mile is varied and surprising, with different writings coming together to form a cohesive whole. Our purpose is to bring great writing to our readers, without consideration of school, style, or form, but with a special focus on Central New York. This includes writers within and outside the mainstream, writers with disabilities, writers of color, writers with marginalized genders and sexual orientations, and writers from different cultures and religions. We believe that poetry is everyone’s art. With our Propel Poetry initiative we are committed to publishing books by first rate poets with disabilities. Accepts Unsolicited Submissions no Author Payments cash, copies Formats paperback, digital Contests yes Contest Guidelines https://ninemileartscorp.submittable.com/submit Facebook https://www.facebook.com/NineMileMagazine Number Of Issues Per Year 2 Total Subscribers 3,912 Total Circulation 2 issues per year; 2 books per year via the Propel series Number Of Books Published Per Year 2 Distributors SU Press What Do You Look For In A Submission? Our online journal which is published twice yearly remains open to all poets in and outside the mainstream. While we have historically published a wide range of poetry books, we now focus exclusively on publishing books by disabled poets."
196,Noco Books - Community of Literary Magazines and Presses," Website https://www.nocobo.co Type Of Publisher Magazine, Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Autobiography Memoir, Criticism Reviews, Essays, Experimental Year Established 2024 Address Seattle, WA Mission Statement / Editorial Focus Noco Books is an independent book publisher in Seattle, WA focused on collecting prose from the edge in the PNW.  Our goal is to publish the finest and most original, eccentric works of fiction and nonfiction from authors based in the PNW.  We also publish a literary magazine called EDGE CITY that is open to authors from anywhere in the United States. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
197,Nomadic Press - Community of Literary Magazines and Presses," Website http://www.nomadicpress.org Type Of Publisher Press Genres Published Fiction, Poetry, Reviews, Translation, Visual Art Year Established 2011 Address Oakland, CA Name J. K. Fowler Title Founder and Executive Director Mission Statement / Editorial Focus Through publications, events, and active community participation, Nomadic Press collectively weaves together platforms for intentionally marginalized voices to take their rightful place within the world of the written and spoken word. Through its limited means, we are simply attempting to help right the centuries’ old violence and silencing that should never have occurred in the first place and build alliances and community partnerships with others who share a collective vision for a future far better than today."
198,NornCrafts - Community of Literary Magazines and Presses," Website https://norncrafts.com Type Of Publisher Online, Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Audio, Drama, Graphic Novels Comics, Humor, Mystery Crime, Visual Art Year Established 2025 Address Seattle, WA Name Sea Title Director Email [email protected] Mission Statement / Editorial Focus Spin yarns; weave worlds.  Consciously or unconsciously, many stories rob us of money, agency, and power, reinforcing agendas and narratives that are counter to our desires. At NornCrafts we spin yarns that illustrate this abuse and explore alternatives, knowing that you, and only you, truly know what is best for your story.  We celebrate and explore the power of story, honoring our individual paths as we collectively navigate the challenges of being uniquely human. Accepts Unsolicited Submissions Yes Reading Period Year round Charges Writers A Submission/Reading Fee no Author Payments royalties, copies, subscription Contests no Facebook https://www.facebook.com/NornCrafts/ Instagram https://www.instagram.com/norncrafts/ Distributors Ingram Sparks, Kobo, Nook, Apple, Google, Amazon"
199,North Texas Review - Community of Literary Magazines and Presses," Website https://northtexasreview.com Type Of Publisher Magazine, Press Genres Published Creative Nonfiction, Fiction, Poetry, Audio, Criticism Reviews, Essays, Visual Art Year Established 1972 Address Denton, Texas Name North Texas Review Title Undergraduate Literary Journal Email [email protected] Mission Statement / Editorial Focus The North Texas Review is UNT's own literary and arts journal. Since 1972, we've been uplifting and publishing works of prose, poetry, art, and, most recently, music. As of 2024, NTR has opened up our submissions nationwide! Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
200,Octopus Books - Community of Literary Magazines and Presses," Website https://www.octopusbooks.net/ Type Of Publisher Press Genres Published Poetry Year Established 2006 Address Omaha, NE Name AB Gorham Title Publisher Email [email protected] Mission Statement / Editorial Focus Octopus Books is a small independent poetry press that began in 2006. It publishes work that pushes the boundaries of form and language. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
201,Odessa Collective - Community of Literary Magazines and Presses," Website http://www.odessacollective.com Type Of Publisher Magazine, Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2021 Address Houston, Texas Name Rachel Ann Preston Title Director Email [email protected] Mission Statement / Editorial Focus The mission of the press + magazine is to offer publishing opportunities to everyone. We want to showcase emerging artists and give them a platform to thrive. Accepts Unsolicited Submissions No"
202,Old Scratch Press - Community of Literary Magazines and Presses," Website https://oldscratchpress.com Type Of Publisher Magazine, Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Autobiography Memoir, Visual Art Year Established 2023 Address Monrovia, CA Name Dianne Pearce Title Publisher Email [email protected] Mission Statement / Editorial Focus IN AN EFFORT TO FOSTER MORE PUBLICATION OPPORTUNITIES FOR FULL-LENGTH POETRY COLLECTIONS TO BE PUBLISHED (AND SHORT-FORM WRITING OF ALL KINDS)  CURRENT WORDS PUBLISHING) STARTED OLD SCRATCH PRESS IN 2023. THE PRESS IS OPERATED 100% ON VOLUNTEER LABOR. IT IS FINANCIALLY SUPPORTED BY CURRENT WORDS PUBLISHING. THERE IS NO CHARGE FOR PUBLICATION.
PUBLICATION DECISIONS ARE MADE BY THE COLLECTIVE MEMBERS.
THE COLLECTIVE IS PROUD TO OFFER ONGOING OPPORTUNITIES FOR PUBLICATION WITH INSTANT NOODLES.  COLLECTIVE:
TO US COLLECTIVE MEANS WE ARE ABOUT HELPING EACH OTHER, NOT SIMPLY PROMOTING OURSELVES.
WE ARE INTERESTED IN MEMBERS WHO SHARE THAT COLLABORATIVE VALUE.
THANK YOU FOR YOUR INTEREST, AND FOR CARING ABOUT SHORT-FORM PROSE, POETRY, & ART AND SHORT-FORM VIDEO. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
203,ONE BLACK PERCH PUBLISHING - Community of Literary Magazines and Presses," Website http://www.OneBlackPerchPublishing.com Type Of Publisher Magazine, Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Audio, Autobiography Memoir, Criticism Reviews, Drama, Environment Nature, Erotica, Essays, Experimental, Feminist, Graphic Novels Comics, Horror Thriller Suspense, Humor, Interviews, Mystery Crime, Political, Regional, Religious, Reviews, Sci Fi Fantasy Speculative, Translation, Visual Art, Young Adult Year Established 2021 Address Country Club Hills, IL Name FRANK JOHNSON JR Title EDITOR Email [email protected] Mission Statement / Editorial Focus One Black Perch Publishing is committed to honoring the power of the written word—especially when it rises from the margins.  We publish work that matters—deeply personal memoirs, fearless poetry, experimental fiction, and essays that refuse to flinch, and seek the work of underrepresented voices who write with cultural sharpness, political urgency, and emotional depth.  At the center of our vision is a literary journal born during a time when books are being banned, literacy is under siege, and too many stories are left untold. We’re committed to equipping new authors with pathways to publish and distribute their own stories, and seek to build during this new publishing landscape through 1.) our literary journal that champions underrepresented voices, 2.) developing literacy advocacy and publishing justice initiatives, and 3.) the creation of educational tools & resources for aspiring authors  We exist to serve a new era of literary creators; those who speak from lived experience, document history in real-time, and center their art in dignity, precision, and power. From page to performance, from journal to global print hubs, we’re moving toward an ecosystem where literature can thrive on its terms. Accepts Unsolicited Submissions Yes Facebook http://www.facebook.com/oneblackperchpublishing Instagram http://www.instagram.com/OneBlackPerchPublishing"
204,Open Books - Community of Literary Magazines and Presses," Website http://www.open-bks.com Type Of Publisher Press Genres Published Essays, Fiction, Poetry, Visual Art Year Established 2007 Address CO, 80465 Name David Ross Title Acquisitions Editor Mission Statement / Editorial Focus Established in 2007, Open Books publishes high-quality literary, contemporary, and historical fiction, timely, entertaining, and educational nonfiction, and subject specific narrative poetry.  Open Books is a fully integrated royalty publisher. All books are published in trade paperback and eBook editions. Paperback editions are available from the publisher and at booksellers around the world. eBook editions are multi-format and available to read on all popular reading devices.  Open Books authors include medical doctors, attorneys, business professionals, and academics from prestigious universities including Yale University, Harvard University, Cornell University, New York University, Stanford University, Seton Hall University, Connecticut College, St. Francis College, the University of Oklahoma, the University of London, the University of Westminster, and many others. Open Books authors also include winners of noteworthy awards such as the Pushcart Prize, the Highgate Film Festival, the Dundee International Literary Prize, the Spur Awards, the Next Generation Indie Book Awards, the Kindle Book Review Book Awards, and others.  Open Books also presents the very best of a new generation of authors from around the world to readers who are looking for fresh voices."
205,Oreades Press - Community of Literary Magazines and Presses," Website https://oreadespress.com Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Environment Nature, Essays, Experimental, Interviews, Regional, Visual Art Year Established 2014 Address Brooklyn, NY Name Rachel TonThat Title Co-editor Email [email protected] Mission Statement / Editorial Focus Oreades Press is a social art and publishing project by Rachel TonThat and Irene Lee named after the nymphs of the mountains who protect travelers. We teach and publish environmental storytelling to foster relationships between individuals, local communities, and the natural world. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
206,Our Bold Voices - Community of Literary Magazines and Presses," Website https://www.ourboldvoices.com/ Type Of Publisher Online, Press Genres Published Creative Nonfiction, Fiction, Poetry, Autobiography Memoir, Flash Fiction Year Established 2016 Address Portland, Or Name Paul Iarrobino Title Founder Mission Statement / Editorial Focus We seek story submissions from underserved communities with a strong interest  representing multigenerational narratives from diverse voices. Much of our work is grounded in challenging long-held stereotypes with our authentic experiences. Accepts Unsolicited Submissions no Charges Writers A Submission/Reading Fee no Author Payments copies Contests no Instagram https://www.instagram.com/ourboldvoices How Frequently Is Content Updated? Quarterly Distributors N/A"
207,Paddler Press - Community of Literary Magazines and Presses," Website http://paddlerpress.ca Type Of Publisher Press Genres Published Poetry, Visual Art Year Established 2021 Address Peterborough, ON Name Deryck N. Robertson Title EIC Mission Statement / Editorial Focus Based in Peterborough, Ontario, Canada, Paddler Press supports international authors and artists through the publication of poetry, creative non-fiction, and art. We don't look at names or publication history when choosing work for our issues. We strive to represent the voices of diverse communities and encourage creatives at any stage of their development to consider us when submitting. We nominate for The Pushcart Prize and our Canadian poets are considered for the yearly Best Canadian Poetry anthology."
208,PalmArtPress - Community of Literary Magazines and Presses," Website https://www.palmartpress.com Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Cross Genre Hybrid, Audio, Autobiography Memoir, Criticism Reviews, Drama, Essays, Experimental, Translation, Visual Art Year Established 2008 Address Berlin, Berlin Name Catharine J. Nicely Title Ms. Email [email protected] Mission Statement / Editorial Focus PalmArtPress is an independent publishing house in Berlin – Wilmersdorf. A distinctive feature of PalmArtPress is the experimental combination of literature, art, and culture. PalmArtPress aims to promote cultural diversity and international exchange beyond the mainstream. The program includes literature, plays, philosophy, and art books as well as publications that make the creative spirit of artists, authors, and poets perceptible. Therewith an interdisciplinary mosaic of images and thoughts reflect the spirit of our society. Since its founding in the fall of 2008, PalmArtPress has published international authors in German and English, as well as bilingual editions. PalmArtPress aims to contribute to overcoming cultural barriers, building literary bridges, and fostering better mutual understanding. Accepts Unsolicited Submissions No"
209,Paloma Press - Community of Literary Magazines and Presses," Website https://palomapress.org Type Of Publisher Press Genres Published Creative Nonfiction, Fiction, Poetry, Environment Nature Year Established 2016 Address San Mateo, CA Name Aileen Cassinetto Title Publisher Email [email protected] Mission Statement / Editorial Focus Paloma Press is an award-winning independent literary press on the San Francisco Peninsula. Led by Filipino immigrant women, our press is a cultural experiment in crossing boundaries. We proudly claim a unique role in expanding the possibilities of who participates in shaping our world through partnerships and publications tied to national assessments. Our mission is to publish poetry and other literary works that honor our shared histories and inspire our creative futures. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
210,Parlor Press - Community of Literary Magazines and Presses," Website https://parlorpress.com Type Of Publisher Press Genres Published Creative Nonfiction, Poetry, Cross Genre Hybrid, Criticism Reviews, Essays, Feminist Year Established 2002 Address Anderson, South Carolina Name David Blakesley Title Publisher Email [email protected] Mission Statement / Editorial Focus Parlor Press LLC is an independent publisher and distributor of scholarly and trade books in high-quality print and digital formats. It was founded in 2002 to address the need for an alternative scholarly, academic press attentive to emergent ideas and forms while maintaining the highest possible standards of quality, credibility, and integrity. The Press's primary goal is to publish outstanding writing and scholarship in a variety of subjects for a broad range of readers. We value excellence, innovation, accessibility, creativity, and wit. We support the rhetorics of marginalized voices and groups consistently and equitably. Our 18 series include Free Verse Editions, Studies in Rhetorics and Feminisms, and Working and Writing for Change"
211,Passager - Community of Literary Magazines and Presses," Website http://www.passagerbooks.com Type Of Publisher Magazine, Press Genres Published Fiction, Poetry, Autobiography Memoir, Visual Art Year Established 1990 Address Baltimore, MD Name Asher Ruck Title Managing Editor Email [email protected] Mission Statement / Editorial Focus Passager (Passenger + Passages = Passager) is a nonprofit literary press dedicated to publishing the work of older writers, encouraging the imagination throughout life, and creating beautiful and welcoming publications. We publish two journal issues each year, a number of books of poetry, memoir and short fiction, and award the biennial Henry Morgenthau III Poetry Prize for a first book of poetry by a writer age 70 or older. Accepts Unsolicited Submissions yes Submission Guidelines URL https://passagerbooks.com/submit/ Reading Period From 07 / 15 - 09 / 15 Response Time 3 months Charges Writers A Submission/Reading Fee no Author Payments copies Contests yes Contest Guidelines https://passagerbooks.com/submit/ Facebook https://www.facebook.com/PassagerJournal/ Number Of Issues Per Year 1 Subscription Price 50 Total Subscribers 700 Total Circulation 1000 Number Of Books Published Per Year 1 Distributors Itasca Books Do You Have Any Cover Letter Advice? Tell us about yourself. All of our over-50 writers have led full lives before we meet them. We’re more interested in you as a person and less as a list of publications, and our editors enjoy your letters as much as your writing. What Advice Do You Have For First-time Submitters? We receive a lot of submissions on similar topics—loss, caring for a parent, declining health, war stories, and transitions from independence to home care, grandparenting—so there is more competition due to volume on those topics."
212,Peculiar Mormyrid - Community of Literary Magazines and Presses," Website https://peculiarmormyrid.com/ Type Of Publisher Magazine, Press Genres Published Fiction, Poetry, Cross Genre Hybrid, Experimental Year Established 2015 Address Atlanta, GA Name Steven Cline Email [email protected] Mission Statement / Editorial Focus We are surrealists. Both elephant and fish: against the established order, our aim is the revolutionary and poetic reclassification of life itself. Through our journal, we publish to find comrades across the world who seek by new and poetic means to expand the bounds of reality, challenge the status quo, and confront the marvellous wherever and however it appears. “Poetry must be made by all, and not by one.” In solidarity with the many groups and individuals that make up the International Surrealist Movement today, we draw upon the results of previous research to insinuate ourselves into the Mad Tea Party as open and reinvigorating participants."
213,Pelekinesis - Community of Literary Magazines and Presses," Website http://www.pelekinesis.com Type Of Publisher Press Genres Published Fiction, Poetry, Essays, Graphic Novels Comics, Visual Art Year Established 2011 Address Claremont, CA Name Mark Givens Mission Statement / Editorial Focus Pelekinesis is an independent book publishing company focusing on the development of literary-minded authors and artists by embracing the evolving publishing paradigm and creatively supporting the skills of these talented individuals. Full catalog and press material available on the website. Accepts Unsolicited Submissions No Charges Writers A Submission/Reading Fee no Contests no"
